type,capacity,name,price,score,avg_review,reviews_count
Hotel,97.0,Room Mate Leo,"US$2,011","8.8
Scored 8.8",Excellent,"4,316"
Hotel,97.0,Hotel Plaza Nueva,"US$1,567","8.3
Scored 8.3",Very Good,"2,524"
Hotel,97.0,Áurea Catedral by Eurostars Hotel Company,"US$2,730","9.2
Scored 9.2",Wonderful,"5,624"
Hotel,97.0,Hotel Los Girasoles,"US$1,153","7.2
Scored 7.2",Good,74
Hotel,97.0,Leonardo Hotel Granada,"US$1,293","8.2
Scored 8.2",Very Good,"1,128"
Hotel,97.0,Los Angeles Hotel & Spa,"US$1,500","7.6
Scored 7.6",Good,"2,131"
Hotel,97.0,Eurostars Puerta Real,"US$2,478","8.9
Scored 8.9",Excellent,"4,056"
Hotel,97.0,Hotel Macià Monasterio de los Basilios,"US$1,564","8.1
Scored 8.1",Very Good,"2,708"
Hotel,97.0,B&B HOTEL Granada Estación,"US$1,134","8.6
Scored 8.6",Excellent,"3,363"
Hotel,97.0,Crisol Guadalupe,"US$1,580","8.5
Scored 8.5",Very Good,"4,696"
Hotel,97.0,Áurea Washington Irving by Eurostars Hotel Company,"US$3,355","8.9
Scored 8.9",Excellent,"2,629"
Apartamentos,95.0,APARTAMENTO GRANADA CENTRO,US$434,"8.2
Scored 8.2",Very Good,57
Apartamentos,95.0,Apartamento Góngora,US$863,"8.8
Scored 8.8",Excellent,48
Apartamentos,95.0,Luna Centro 5 habitaciones,US$966,"9.3
Scored 9.3",Wonderful,49
Apartamentos,95.0,Grace Apartments - 3 bedroom City Centre,"US$1,056","9.7
Scored 9.7",Exceptional,190
Apartamentos,95.0,Apartamento Nuevo Centro Granada,"US$1,023","8.8
Scored 8.8",Excellent,79
Apartamentos,95.0,Magdalena Apartament,US$814,"10
Scored 10",Exceptional,2
Apartamentos,95.0,Plaza Trinidad-Cathedral,"US$1,140","8.6
Scored 8.6",Excellent,18
Apartamentos,95.0,Apartamento Albaycin Granada,US$733,"8.8
Scored 8.8",Excellent,261
Apartamentos,95.0,tuGuest Station 2 apartment,US$773,"8.2
Scored 8.2",Very Good,76
Apartamentos,95.0,Apartamento entero privado,US$840,"9.9
Scored 9.9",Exceptional,8
Apartamentos,95.0,tuGuest El Rincón de Felisa,US$830,"9.0
Scored 9.0",Wonderful,22
Apartamentos,95.0,BiBo Suites Plaza Nueva,"US$1,434","9.2
Scored 9.2",Wonderful,"2,884"
Apartamentos,95.0,"Conjunto Altos de Vista Nevada,nº11,portal 7,1ºA.",US$787,"9.3
Scored 9.3",Wonderful,32
Apartamentos,95.0,Apartamento Con Parking Gratuito,US$755,"7.1
Scored 7.1",Good,84
Apartamentos,95.0,tuGuest Ronda Aparment,US$789,"8.9
Scored 8.9",Excellent,24
Apartamentos,95.0,Mirador de Siloé,"US$2,128","9.8
Scored 9.8",Exceptional,32
Apartamentos,95.0,tuGuest Manuel de Falla Apartment,US$898,"9.0
Scored 9.0",Wonderful,24
Apartamentos,95.0,tuGuest Gran Vía Deluxe,"US$1,195",-,-,-
Apartamentos,95.0,Preciosa vivienda con gran terraza muy luminoso,"US$1,036","8.5
Scored 8.5",Very Good,28
Apartamentos,95.0,Alhambra Apartments,US$549,"7.9
Scored 7.9",Good,21
Apartamentos,95.0,Lightbooking Plaza de Toros Granada,"US$1,263","8.4
Scored 8.4",Very Good,39
Apartamentos,95.0,APARTAMENTOS LA MARIANA II,"US$1,547",-,-,-
Apartamentos,95.0,El Refugio De Noa,US$798,-,-,-
Apartamentos,95.0,Casa Benzambra,US$917,-,-,-
Apartamentos,95.0,Biznaga Nevada,"US$2,253","10
Scored 10",Exceptional,3
Hotel,97.0,Hotel Casa Palacete Tablas,"US$2,302","9.0
Scored 9.0",Wonderful,61
Hotel,97.0,Gran Hotel Luna de Granada,"US$1,386","8.5
Scored 8.5",Very Good,"9,442"
Hotel,97.0,Sercotel Granada Suites,"US$1,537","9.2
Scored 9.2",Wonderful,"1,849"
Hotel,97.0,BiBo Suites San Agustín,"US$1,060","9.4
Scored 9.4",Wonderful,944
Hotel,97.0,Hotel Mercader de Sedas,"US$1,889","8.5
Scored 8.5",Very Good,"2,090"
Hotel,97.0,Suites Gran Vía 44,"US$1,472","9.0
Scored 9.0",Wonderful,"1,098"
Hotel,97.0,Casual Ilbira Granada,"US$1,672","8.7
Scored 8.7",Excellent,409
Hotel,97.0,YIT Casablanca,"US$1,586","7.5
Scored 7.5",Good,"3,853"
Hotel,97.0,Alhambra Palace Hotel,"US$4,258","8.7
Scored 8.7",Excellent,"1,489"
Hotel,97.0,Bubaqia House - Suites Boutique,"US$1,551","9.8
Scored 9.8",Exceptional,17
Hotel,97.0,Porcel Navas,"US$2,012","8.7
Scored 8.7",Excellent,"2,145"
Hotel,97.0,Abadía Hotel,"US$1,334","8.5
Scored 8.5",Very Good,"4,220"
Hotel,97.0,Hotel Monasterio Granada - Adults Only,US$956,"6.9
Scored 6.9",Review score,"3,944"
Hotel,97.0,Porcel Alixares,"US$1,377","8.4
Scored 8.4",Very Good,"9,280"
Hotel,97.0,Hotel Macià Monasterio de los Basilios,"US$1,310","8.1
Scored 8.1",Very Good,"2,708"
Hotel,97.0,Hotel Los Girasoles,"US$1,183","7.2
Scored 7.2",Good,74
Hotel,97.0,Crisol Guadalupe,"US$1,580","8.5
Scored 8.5",Very Good,"4,696"
Hotel,97.0,Las Nieves,"US$1,495","8.4
Scored 8.4",Very Good,"2,349"
Hotel,97.0,Áurea Catedral by Eurostars Hotel Company,"US$2,730","9.2
Scored 9.2",Wonderful,"5,624"
Hotel,97.0,Hotel Saray,"US$1,888","8.4
Scored 8.4",Very Good,"9,655"
Hotel,97.0,Porcel Sabica,"US$1,588","8.3
Scored 8.3",Very Good,"4,415"
Hotel,97.0,Exe Triunfo Granada,"US$1,638","8.0
Scored 8.0",Very Good,"2,728"
Hotel,97.0,Eurostars Puerta Real,"US$2,478","8.9
Scored 8.9",Excellent,"4,056"
Hotel,97.0,Hotel Boutique Puerta de las Granadas,"US$2,248","8.7
Scored 8.7",Excellent,"1,612"
Hotel,97.0,Áurea Washington Irving by Eurostars Hotel Company,"US$3,355","8.9
Scored 8.9",Excellent,"2,629"
Apartamentos,,GLORIA SUITES,US$232,"7.9
Scored 7.9",Good,455
Apartamentos,,BiBo Suites San Agustín,US$282,"9.4
Scored 9.4",Wonderful,944
Apartamentos,,tuGuest San Gil Apartments,US$349,"8.9
Scored 8.9",Excellent,295
Apartamentos,,Siloe Plaza,US$335,"7.8
Scored 7.8",Good,743
Apartamentos,,Apartamentos Jardines de la Sitarilla,US$214,"9.2
Scored 9.2",Wonderful,54
Apartamentos,,ISA Granada,US$301,"8.6
Scored 8.6",Excellent,"2,580"
Apartamentos,,Apartamentos Reyes Católicos,US$247,"8.9
Scored 8.9",Excellent,"1,322"
Apartamentos,,Urban Suites Granada,US$225,"8.1
Scored 8.1",Very Good,362
Apartamentos,,La Tinaja del Realejo,US$270,"9.2
Scored 9.2",Wonderful,458
Apartamentos,,Apartamentos Luna Suites Granada,US$249,"9.2
Scored 9.2",Wonderful,74
Apartamentos,,Nest Flats Granada,US$253,"8.5
Scored 8.5",Very Good,"1,710"
Apartamentos,,Be Free Granada,US$161,"8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,,Apartamentos Los Lobos,US$256,"8.1
Scored 8.1",Very Good,541
Apartamentos,,Rooms Plaza Nueva,US$140,"7.5
Scored 7.5",Good,90
Apartamentos,,At Home Realejo,US$183,"8.2
Scored 8.2",Very Good,22
Apartamentos,,Apartamentos Correo Viejo de Granada,US$425,"8.5
Scored 8.5",Very Good,805
Apartamentos,,Apartamentos VITA CENTER,US$248,"9.3
Scored 9.3",Wonderful,348
Apartamentos,,Apartamento Concepción Granada Centro,US$213,"8.6
Scored 8.6",Excellent,16
Apartamentos,,Casa del Cantaor,US$263,"9.2
Scored 9.2",Wonderful,340
Apartamentos,,Granada City Home,US$205,"8.0
Scored 8.0",Very Good,840
Apartamentos,,EnjoyGranada ELVIRA,US$219,"7.7
Scored 7.7",Good,231
Apartamentos,,"Charming, spacious Albayzin apartment",US$210,"8.9
Scored 8.9",Excellent,77
Apartamentos,,Apartamento Duplex Gomerez 39,US$425,"8.8
Scored 8.8",Excellent,79
Apartamentos,,Estudio Inora,US$178,"8.9
Scored 8.9",Excellent,92
Apartamentos,,C&V Apartamentos - Horno de Marina,US$252,"8.3
Scored 8.3",Very Good,"1,257"
Hotel,94.0,Boutique Hotel Luna Granada Centro,US$481,"9.1
Scored 9.1",Wonderful,"1,037"
Hotel,94.0,Meliá Granada,"US$1,015","8.2
Scored 8.2",Very Good,"1,953"
Hotel,94.0,Hotel Monasterio Granada - Adults Only,US$168,"6.9
Scored 6.9",Review score,"3,944"
Hotel,94.0,Hotel Cedran,US$195,"7.8
Scored 7.8",Good,"2,088"
Hotel,94.0,Hotel Macià Monasterio de los Basilios,US$262,"8.1
Scored 8.1",Very Good,"2,708"
Hotel,94.0,Hotel Andalucía Center,US$242,"8.8
Scored 8.8",Excellent,"7,183"
Hotel,94.0,Don Juan,US$184,"7.8
Scored 7.8",Good,"4,582"
Hotel,94.0,Hotel Saray,US$237,"8.4
Scored 8.4",Very Good,"9,655"
Hotel,94.0,BiBo Suites San Agustín,US$282,"9.4
Scored 9.4",Wonderful,944
Hotel,94.0,Barceló Carmen Granada,US$378,"9.0
Scored 9.0",Wonderful,"1,174"
Hotel,94.0,Gran Hotel Luna de Granada,US$276,"8.5
Scored 8.5",Very Good,"9,442"
Hotel,94.0,Porcel Alixares,US$259,"8.4
Scored 8.4",Very Good,"9,280"
Hotel,94.0,Porcel Navas,US$342,"8.7
Scored 8.7",Excellent,"2,145"
Hotel,94.0,Hotel Colón Centro,US$488,"8.4
Scored 8.4",Very Good,"2,435"
Hotel,94.0,Hotel Granada Center,US$366,"9.1
Scored 9.1",Wonderful,"8,515"
Hotel,94.0,Gala Placida 1923,US$180,"7.0
Scored 7.0",Good,"4,005"
Hotel,94.0,Hotel Universal,US$219,"7.8
Scored 7.8",Good,"4,590"
Hotel,94.0,Hotel Los Girasoles,US$205,"7.2
Scored 7.2",Good,74
Hotel,94.0,Abadía Hotel,US$305,"8.5
Scored 8.5",Very Good,"4,220"
Hotel,94.0,Hotel Macià Real De La Alhambra,US$238,"8.5
Scored 8.5",Very Good,"5,084"
Hotel,94.0,Occidental Granada,US$281,"8.7
Scored 8.7",Excellent,"3,125"
Hotel,94.0,Urban Dream Nevada,US$114,"7.6
Scored 7.6",Good,"4,841"
Hotel,94.0,SUITES CASA DE LAS COLUMNAS,US$295,"8.8
Scored 8.8",Excellent,554
Hotel,94.0,Ibis Granada,US$169,"8.3
Scored 8.3",Very Good,"4,323"
Hotel,94.0,Hotel Macià Granada Five Senses Rooms & Suites,US$409,"8.6
Scored 8.6",Excellent,"4,683"
Hotel,94.0,Catalonia Granada,US$369,"8.9
Scored 8.9",Excellent,"4,054"
Apartamentos,,Nest Flats Granada,US$253,"8.5
Scored 8.5",Very Good,"1,710"
Apartamentos,,BiBo Suites San Agustín,US$341,"9.4
Scored 9.4",Wonderful,944
Apartamentos,,La Tinaja del Realejo,US$293,"9.2
Scored 9.2",Wonderful,458
Apartamentos,,GLORIA SUITES,US$232,"7.9
Scored 7.9",Good,455
Apartamentos,,Siloe Plaza,US$335,"7.8
Scored 7.8",Good,743
Apartamentos,,Apartamentos Reyes Católicos,US$296,"8.9
Scored 8.9",Excellent,"1,322"
Apartamentos,,tuGuest San Gil Apartments,US$465,"8.9
Scored 8.9",Excellent,295
Apartamentos,,Casa Palacio López Daza,US$366,"9.0
Scored 9.0",Wonderful,383
Apartamentos,,Tina Home,US$440,"8.9
Scored 8.9",Excellent,505
Apartamentos,,numa I Vega Apartments,US$298,"8.2
Scored 8.2",Very Good,"1,855"
Apartamentos,,ecoSmart Apartments Granada,US$551,"9.6
Scored 9.6",Exceptional,340
Apartamentos,,ISA Granada,US$454,"8.6
Scored 8.6",Excellent,"2,580"
Apartamentos,,Be Free Granada,US$212,"8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,,Apartamentos Turísticos Mauror,US$662,"9.4
Scored 9.4",Wonderful,737
Apartamentos,,Apartamento Duplex Gomerez 39,US$416,"8.8
Scored 8.8",Excellent,79
Apartamentos,,Apartamentos Inside Paseo de los Tristes,US$334,"8.5
Scored 8.5",Very Good,456
Apartamentos,,Pepa Home,US$532,"8.9
Scored 8.9",Excellent,608
Apartamentos,,Precioso apartamento en el centro de Granada,US$473,"8.6
Scored 8.6",Excellent,134
Apartamentos,,Central Deluxe Apartments by Apolo Homes,US$712,"9.0
Scored 9.0",Wonderful,119
Apartamentos,,C&V Apartamentos - Horno de Marina,US$274,"8.3
Scored 8.3",Very Good,"1,257"
Apartamentos,,BnS Dauro Suites,US$388,"9.1
Scored 9.1",Wonderful,229
Apartamentos,,Apartamentos Correo Viejo de Granada,US$553,"8.5
Scored 8.5",Very Good,805
Apartamentos,,Apartamentos Albaicín Centro Suites 3000,US$303,"9.0
Scored 9.0",Wonderful,74
Apartamentos,,Casa Miravalle Darro,US$312,"9.0
Scored 9.0",Wonderful,"1,398"
Apartamentos,,Casa Asia,US$313,"10
Scored 10",Exceptional,5
Hotel,95.0,BiBo Suites San Agustín,US$341,"9.4
Scored 9.4",Wonderful,944
Hotel,95.0,Meliá Granada,"US$2,031","8.2
Scored 8.2",Very Good,"1,953"
Hotel,95.0,Gran Hotel Luna de Granada,US$466,"8.5
Scored 8.5",Very Good,"9,442"
Hotel,95.0,Porcel Alixares,US$432,"8.4
Scored 8.4",Very Good,"9,280"
Hotel,95.0,Don Juan,US$261,"7.8
Scored 7.8",Good,"4,582"
Hotel,95.0,Porcel Navas,US$570,"8.7
Scored 8.7",Excellent,"2,145"
Hotel,95.0,Hotel Saray,US$511,"8.4
Scored 8.4",Very Good,"9,655"
Hotel,95.0,SUITES CASA DE LAS COLUMNAS,US$334,"8.8
Scored 8.8",Excellent,554
Hotel,95.0,Urban Dream Nevada,US$236,"7.6
Scored 7.6",Good,"4,841"
Hotel,95.0,Hotel Casa Palacete Tablas,US$776,"9.0
Scored 9.0",Wonderful,61
Hotel,95.0,Hotel Macià Real De La Alhambra,US$368,"8.5
Scored 8.5",Very Good,"5,084"
Hotel,95.0,Allegro Granada,US$391,"8.6
Scored 8.6",Excellent,"4,142"
Hotel,95.0,Porcel Sabica,US$454,"8.3
Scored 8.3",Very Good,"4,415"
Hotel,95.0,Suites Gran Vía 44,US$396,"9.0
Scored 9.0",Wonderful,"1,098"
Hotel,95.0,Elvira Suites,US$554,"8.9
Scored 8.9",Excellent,778
Hotel,95.0,Hotel Dauro Premier,US$520,"8.6
Scored 8.6",Excellent,"1,380"
Hotel,95.0,Casa Miravalle Catedral,US$594,"9.2
Scored 9.2",Wonderful,"1,127"
Hotel,95.0,Hotel Comfort Dauro 2,US$491,"8.6
Scored 8.6",Excellent,"3,611"
Hotel,95.0,Hotel Universal,US$434,"7.8
Scored 7.8",Good,"4,590"
Hotel,95.0,Hotel Macià Granada Five Senses Rooms & Suites,US$667,"8.6
Scored 8.6",Excellent,"4,683"
Hotel,95.0,Hotel Macià Cóndor,US$378,"7.7
Scored 7.7",Good,"1,834"
Hotel,95.0,Occidental Granada,US$660,"8.7
Scored 8.7",Excellent,"3,125"
Hotel,95.0,Exe Triunfo Granada,US$439,"8.0
Scored 8.0",Very Good,"2,728"
Hotel,95.0,Barceló Carmen Granada,US$935,"9.0
Scored 9.0",Wonderful,"1,174"
Hotel,95.0,Bubaqia House - Suites Boutique,US$709,"9.8
Scored 9.8",Exceptional,17
Hotel,95.0,Crisol Guadalupe,US$624,"8.5
Scored 8.5",Very Good,"4,696"
Apartamentos,82.0,Be Free Granada,US$264,"8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,82.0,tuGuest Gran Vía Apartments,US$425,"7.7
Scored 7.7",Good,145
Apartamentos,82.0,Precioso apartamento en el centro de Granada,US$520,"8.6
Scored 8.6",Excellent,134
Apartamentos,82.0,APARTAMENTO GARDEN ART IV,US$355,"9.5
Scored 9.5",Exceptional,69
Apartamentos,82.0,Bonito Apartamento en el centro de Granada con parking gratis,US$257,"6.7
Scored 6.7",Review score,117
Apartamentos,82.0,Apartamento Katanka Home Staging,US$469,-,-,-
Apartamentos,82.0,Apartamentos Puerta Elvira Suites 3000,US$371,"9.2
Scored 9.2",Wonderful,301
Apartamentos,82.0,Apartamentos Alhambra Granada 3000,US$309,"7.7
Scored 7.7",Good,"1,083"
Apartamentos,82.0,Apartamento Catedral Centro,US$277,"8.8
Scored 8.8",Excellent,302
Apartamentos,82.0,Apartamentos Turísticos Mauror,US$731,"9.4
Scored 9.4",Wonderful,737
Apartamentos,82.0,Apartamentos Cruz Granada,US$391,"9.2
Scored 9.2",Wonderful,117
Apartamentos,82.0,ECO CENTER GRANATENSIS free parking,US$542,"8.7
Scored 8.7",Excellent,95
Apartamentos,82.0,BiBo Suites Gran Vía,US$538,"9.0
Scored 9.0",Wonderful,"3,300"
Apartamentos,82.0,Apartamento Centro Abad,US$277,"8.5
Scored 8.5",Very Good,87
Apartamentos,82.0,APARTAMENTO GRANADA CENTRO,US$326,"8.2
Scored 8.2",Very Good,57
Apartamentos,82.0,ISA Granada,US$550,"8.6
Scored 8.6",Excellent,"2,580"
Apartamentos,82.0,Apartamentos Realejo Granada Centro 3000,US$400,"8.1
Scored 8.1",Very Good,987
Apartamentos,82.0,Genteel Home Isabel la Católica,US$595,"8.6
Scored 8.6",Excellent,187
Apartamentos,82.0,Oasis en el corazón de Granada con Parking Gratis,US$407,"7.6
Scored 7.6",Good,37
Apartamentos,82.0,Acogedor y céntrico con parking,US$438,"9.3
Scored 9.3",Wonderful,7
Apartamentos,82.0,Zahira Suites,US$357,"6.9
Scored 6.9",Review score,242
Apartamentos,82.0,"Calle Frailes, 7 Apartamento 2",US$371,"8.6
Scored 8.6",Excellent,131
Apartamentos,82.0,Piso junto a Parque de las Ciencias en Granada,US$277,"8.3
Scored 8.3",Very Good,3
Apartamentos,82.0,Be Suites Centro,US$424,"8.3
Scored 8.3",Very Good,940
Apartamentos,82.0,Apartamento Calle Concepcion Centro,US$518,"8.6
Scored 8.6",Excellent,518
Hotel,95.0,BiBo Suites San Agustín,US$456,"9.4
Scored 9.4",Wonderful,944
Hotel,95.0,Meliá Granada,"US$2,443","8.2
Scored 8.2",Very Good,"1,953"
Hotel,95.0,Elvira Suites,US$749,"8.9
Scored 8.9",Excellent,778
Hotel,95.0,Hotel Mercader de Sedas,US$657,"8.5
Scored 8.5",Very Good,"2,090"
Hotel,95.0,Suites Gran Vía 44,US$722,"9.0
Scored 9.0",Wonderful,"1,098"
Hotel,95.0,Apartamento Buensuceso 46 VFTGR04774,US$489,"8.4
Scored 8.4",Very Good,44
Hotel,95.0,Don Juan,US$432,"7.8
Scored 7.8",Good,"4,582"
Hotel,95.0,Urban Dream Nevada,US$341,"7.6
Scored 7.6",Good,"4,841"
Hotel,95.0,Gran Hotel Luna de Granada,US$753,"8.5
Scored 8.5",Very Good,"9,442"
Hotel,95.0,Hotel Andalucía Center,US$623,"8.8
Scored 8.8",Excellent,"7,183"
Hotel,95.0,Porcel Alixares,US$656,"8.4
Scored 8.4",Very Good,"9,280"
Hotel,95.0,Hotel Saray,US$681,"8.4
Scored 8.4",Very Good,"9,655"
Hotel,95.0,Hotel Macià Monasterio de los Basilios,US$592,"8.1
Scored 8.1",Very Good,"2,708"
Hotel,95.0,Hotel Molinos,US$661,"8.0
Scored 8.0",Very Good,"2,691"
Hotel,95.0,Occidental Granada,US$880,"8.7
Scored 8.7",Excellent,"3,125"
Hotel,95.0,Abadía Hotel,US$688,"8.5
Scored 8.5",Very Good,"4,220"
Hotel,95.0,Senator Granada,US$631,"8.4
Scored 8.4",Very Good,"3,309"
Hotel,95.0,Porcel Navas,US$874,"8.7
Scored 8.7",Excellent,"2,145"
Hotel,95.0,Allegro Granada,US$625,"8.6
Scored 8.6",Excellent,"4,142"
Hotel,95.0,Hotel Los Girasoles,US$498,"7.2
Scored 7.2",Good,74
Hotel,95.0,Hotel Macià Real De La Alhambra,US$544,"8.5
Scored 8.5",Very Good,"5,084"
Hotel,95.0,YIT Casablanca,US$590,"7.5
Scored 7.5",Good,"3,853"
Hotel,95.0,Hotel Macià Cóndor,US$564,"7.7
Scored 7.7",Good,"1,834"
Hotel,95.0,Hotel Comfort Dauro 2,US$788,"8.6
Scored 8.6",Excellent,"3,611"
Hotel,95.0,Hotel Granada Center,US$925,"9.1
Scored 9.1",Wonderful,"8,515"
Hotel,95.0,Hotel Dauro Premier,US$846,"8.6
Scored 8.6",Excellent,"1,380"
Apartamentos,88.0,GLORIA SUITES,US$465,"7.9
Scored 7.9",Good,455
Apartamentos,88.0,Genteel Home Isabel la Católica,US$595,"8.6
Scored 8.6",Excellent,187
Apartamentos,88.0,Apartamentos Inside Paseo de los Tristes,US$669,"8.5
Scored 8.5",Very Good,456
Apartamentos,88.0,Bonito Apartamento en el centro de Granada con parking gratis,US$257,"6.7
Scored 6.7",Review score,117
Apartamentos,88.0,APARTAMENTO GRANADA CENTRO,US$326,"8.2
Scored 8.2",Very Good,57
Apartamentos,88.0,Siloe Plaza,US$670,"7.8
Scored 7.8",Good,743
Apartamentos,88.0,ECO CENTER GRANATENSIS free parking,US$542,"8.7
Scored 8.7",Excellent,95
Apartamentos,88.0,Riad Puertas del Albaicín,US$379,"7.4
Scored 7.4",Good,423
Apartamentos,88.0,Be Free Granada,US$407,"8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,88.0,Zahira Suites,US$357,"6.9
Scored 6.9",Review score,242
Apartamentos,88.0,Genteel Home Campo del Príncipe,US$478,"8.7
Scored 8.7",Excellent,425
Apartamentos,88.0,tuGuest Alhondiga Apartment,US$582,"8.8
Scored 8.8",Excellent,120
Apartamentos,88.0,Carmen Vistas de la Alhambra,US$475,"7.7
Scored 7.7",Good,932
Apartamentos,88.0,Tina Home,US$847,"8.9
Scored 8.9",Excellent,505
Apartamentos,88.0,Apartamento Recogidas 39,US$426,"7.6
Scored 7.6",Good,54
Apartamentos,88.0,My Granada Garden - Apartamento Orquídea,US$534,"9.5
Scored 9.5",Exceptional,82
Apartamentos,88.0,"Casa Limon, Patio y Parking.",US$769,"9.6
Scored 9.6",Exceptional,34
Apartamentos,88.0,VillaSanMiguelAlto,US$787,"9.8
Scored 9.8",Exceptional,17
Apartamentos,88.0,Genteel Home Tablas,US$694,"9.3
Scored 9.3",Wonderful,78
Apartamentos,88.0,tuGuest Gran Via 42 Apartment,US$670,"7.9
Scored 7.9",Good,69
Apartamentos,88.0,tuGuest Station 2 apartment,US$501,"8.2
Scored 8.2",Very Good,76
Apartamentos,88.0,Apartamentos Reyes Católicos,US$592,"8.9
Scored 8.9",Excellent,"1,322"
Apartamentos,88.0,tuGuest Lope de Vega Apartment,US$553,"7.9
Scored 7.9",Good,54
Apartamentos,88.0,Casa Naranjos de San Matías,US$810,"8.8
Scored 8.8",Excellent,93
Apartamentos,88.0,tuGuest San Gil Apartments,US$887,"8.9
Scored 8.9",Excellent,295
Hotel,96.0,Apartamento Buensuceso 46 VFTGR04774,US$489,"8.4
Scored 8.4",Very Good,44
Hotel,96.0,Meliá Granada,"US$3,312","8.2
Scored 8.2",Very Good,"1,953"
Hotel,96.0,Don Juan,US$474,"7.8
Scored 7.8",Good,"4,582"
Hotel,96.0,Gran Hotel Luna de Granada,US$860,"8.5
Scored 8.5",Very Good,"9,442"
Hotel,96.0,BiBo Suites San Agustín,US$682,"9.4
Scored 9.4",Wonderful,944
Hotel,96.0,Urban Dream Nevada,US$439,"7.6
Scored 7.6",Good,"4,841"
Hotel,96.0,Elvira Suites,"US$1,108","8.9
Scored 8.9",Excellent,778
Hotel,96.0,Suites Gran Vía 44,US$793,"9.0
Scored 9.0",Wonderful,"1,098"
Hotel,96.0,Porcel Alixares,US$791,"8.4
Scored 8.4",Very Good,"9,280"
Hotel,96.0,Hotel Comfort Dauro 2,US$917,"8.6
Scored 8.6",Excellent,"3,611"
Hotel,96.0,Hotel Macià Real De La Alhambra,US$645,"8.5
Scored 8.5",Very Good,"5,084"
Hotel,96.0,Porcel Navas,"US$1,045","8.7
Scored 8.7",Excellent,"2,145"
Hotel,96.0,Hotel Saray,US$891,"8.4
Scored 8.4",Very Good,"9,655"
Hotel,96.0,Occidental Granada,"US$1,145","8.7
Scored 8.7",Excellent,"3,125"
Hotel,96.0,Hotel Casa Palacete Tablas,"US$1,553","9.0
Scored 9.0",Wonderful,61
Hotel,96.0,Hotel Universal,US$672,"7.8
Scored 7.8",Good,"4,590"
Hotel,96.0,Hotel Macià Cóndor,US$665,"7.7
Scored 7.7",Good,"1,834"
Hotel,96.0,Porcel Sabica,US$909,"8.3
Scored 8.3",Very Good,"4,415"
Hotel,96.0,Allegro Granada,US$756,"8.6
Scored 8.6",Excellent,"4,142"
Hotel,96.0,Hotel Dauro Premier,US$975,"8.6
Scored 8.6",Excellent,"1,380"
Hotel,96.0,Casual Ilbira Granada,"US$1,276","8.7
Scored 8.7",Excellent,409
Hotel,96.0,Hotel Macià Granada Five Senses Rooms & Suites,"US$1,333","8.6
Scored 8.6",Excellent,"4,683"
Hotel,96.0,Vincci Albayzin,"US$1,984","8.5
Scored 8.5",Very Good,"5,360"
Hotel,96.0,Exe Triunfo Granada,US$864,"8.0
Scored 8.0",Very Good,"2,728"
Hotel,96.0,Crisol Guadalupe,"US$1,160","8.5
Scored 8.5",Very Good,"4,696"
Hotel,96.0,Áurea Washington Irving by Eurostars Hotel Company,"US$3,090","8.9
Scored 8.9",Excellent,"2,629"
Apartamentos,91.0,Apartamentos Realejo Granada Centro 3000,US$400,"8.1
Scored 8.1",Very Good,987
Apartamentos,91.0,tuGuest Gran Via 42 Apartment,US$690,"7.9
Scored 7.9",Good,69
Apartamentos,91.0,APARTAMENTO GRANADA CENTRO,US$326,"8.2
Scored 8.2",Very Good,57
Apartamentos,91.0,ECO CENTER GRANATENSIS free parking,US$542,"8.7
Scored 8.7",Excellent,95
Apartamentos,91.0,Genteel Home Recogidas,US$812,"9.2
Scored 9.2",Wonderful,148
Apartamentos,91.0,Genteel Home Campo del Príncipe,US$478,"8.7
Scored 8.7",Excellent,425
Apartamentos,91.0,Genteel Home Tablas,US$694,"9.3
Scored 9.3",Wonderful,78
Apartamentos,91.0,Carmen Vistas de la Alhambra,US$475,"7.7
Scored 7.7",Good,932
Apartamentos,91.0,Genteel Home Ático Gran Capitán,US$680,"8.6
Scored 8.6",Excellent,39
Apartamentos,91.0,Genteel Home Puerta Real,US$859,"9.0
Scored 9.0",Wonderful,29
Apartamentos,91.0,Apartamento Albaycin Granada,US$391,"8.8
Scored 8.8",Excellent,261
Apartamentos,91.0,My Granada Garden - Apartamento Orquídea,US$534,"9.5
Scored 9.5",Exceptional,82
Apartamentos,91.0,Casa Pasiegas,US$746,"10
Scored 10",Exceptional,3
Apartamentos,91.0,tuGuest Lope de Vega Apartment,US$604,"7.9
Scored 7.9",Good,54
Apartamentos,91.0,tuGuest Station 2 apartment,US$501,"8.2
Scored 8.2",Very Good,76
Apartamentos,91.0,Genteel Home Martinez Campos,US$639,"9.6
Scored 9.6",Exceptional,38
Apartamentos,91.0,Luna Centro 5 habitaciones,US$782,"9.3
Scored 9.3",Wonderful,49
Apartamentos,91.0,tuGuest Santa Paula III Apartment,US$570,"7.9
Scored 7.9",Good,40
Apartamentos,91.0,Great Apartment Granada City Centre,"US$1,026","9.5
Scored 9.5",Exceptional,48
Apartamentos,91.0,NEW El Generalife cerca centro ciudad y Sierra Nevada,US$521,"9.3
Scored 9.3",Wonderful,3
